Kártya név	Típus	Birodalom	Klán	Faj	Kaszt	Magnitudó	Aura	ATK	HP	Képesség	Képesség_Canonical	Zóna_Felismerve	Kulcsszavak_Felismerve	Trigger_Felismerve	Célpont_Felismerve	Hatáscímkék	Időtartam_Felismerve	Feltétel_Felismerve	Gépi_Leírás	Értelmezési_Státusz	Engine_Megjegyzés
Kitérő Manőver	Ige	Aether	Koborlók	-	-	3	2	-	-	Válassz egy saját Entitást a Domíniumon, amely épp egy támadás célpontja. Vedd vissza a kezedbe a lapot, így elkerülve a pusztulást. A támadó Kimerült marad.	return targeted allied entity under attack to your hand; the attacker remains exhausted	dominium, hand	blank	on_attack_declared	own_entity, enemy_entity	return_to_hand, exhaust, attack_nullify	instant	target_must_be_an_allied_entity_currently_targeted_by_an_attack	A megtámadott saját entitás visszakerül a kezedbe, a támadás meghiúsul, a támadó pedig Kimerült marad.	osszetett_egyedi	Defenzív self-bounce megszakított támadással és támadóállapot-megőrzéssel.
Információ-Vásárlás	Ige	Aether	Koborlók	-	-	4	3	-	-	Nézd meg a paklid felső 3 lapját. Egyet vegyél a kezedbe, a többit tedd a paklid aljára tetszőleges sorrendben.	look at the top 3 cards of your deck; put 1 into your hand and the rest on the bottom in any order	deck, hand	blank	blank	self	reveal, tutor, deck_bottom	instant	none	Megnézed a paklid felső 3 lapját, egyet kézbe veszel, a többit a pakli aljára teszed tetszőleges sorrendben.	osszetett_egyedi	Top-deck selection és bottom rendezés kombinációja.
Fogadó a Keresztútnál	Rituálé	Aether	Koborlók	-	-	2	2	-	-	Mindkét játékos húz 2 lapot a paklijából. Te azonnal kapsz 1 ideiglenes Aether Aurát erre a körre.	each player draws 2 cards; you gain 1 temporary Aether aura this turn	deck, hand, source	blank	blank	self, opponent	draw, resource_gain	until_turn_end	none	Mindkét játékos húz 2 lapot, te pedig kapsz 1 ideiglenes Aether Aurát erre a körre.	osszetett_egyedi	Szimmetrikus húzás önoldali resource-bónusszal.
Adósság Behajtása	Rituálé	Aether	Koborlók	-	-	3	3	-	-	Az ellenfélnek választania kell: VAGY Kimeríti (elforgatja) a saját Ősforrásának 2 Auráját a következő körére, VAGY eldob 1 lapot a kezéből az Ürességbe.	opponent chooses: exhaust 2 of their Source aura for their next turn, or discard 1	hand, source	blank	blank	opponent	exhaust, discard	until_next_enemy_turn	opponent_chooses_one_of_two_modes	Az ellenfél választ: vagy 2 Aurát Kimerít a saját Ősforrásában a következő körére, vagy eldob 1 lapot.	osszetett_egyedi	Választásos resource tax vagy discard.
Karaván Kifosztása	Rituálé	Aether	Koborlók	-	-	4	3	-	-	Okoz 1 sebzést az összes ellenséges Entitásnak. Te annyi lapot húzhatsz, ahány Entitás túléli a sebzést.	deal 1 damage to all enemy entities; draw cards equal to the number of entities that survive the damage	dominium, deck, hand	blank	blank	enemy_entities	damage, draw	instant	draw_count_equals_the_number_of_enemy_entities_that_survive_the_damage	Az összes ellenséges entitás 1 sebzést szenved, és annyi lapot húzol, ahány közülük túléli ezt a sebzést.	osszetett_egyedi	Tömeges sebzés túlélőszám alapján számolt húzással.
Titkos Térkép	Rituálé	Aether	Koborlók	-	-	4	4	-	-	Keresd ki a paklidból egy tetszőleges kártyát (Entitást, Síkot, Varázslatot), mutasd meg az ellenfélnek, majd vedd a kezedbe. Keverd meg a paklit.	search your deck for any card, reveal it, put it into your hand, then shuffle your deck	deck, hand	blank	blank	own_deck	tutor, reveal	instant	target_may_be_any_card_in_your_deck	A paklidból bármilyen kártyát megkeresel, felfeded, kézbe veszed, majd megkevered a paklit.	osszetett_egyedi	Teljes univerzális tutor reveal kötelezettséggel.
Zsoldosok Toborzása	Rituálé	Aether	Koborlók	-	-	5	5	-	-	"Idézz meg azonnal Kimerült állapotban egy legfeljebb 5-ös Magnitúdójú ""Zsoldos"", ""Kósza"" vagy ""Tolvaj"" kasztú Entitást a kezedből Aura költség nélkül."	summon from your hand an exhausted Mercenary Wanderer or Thief entity with magnitude 5 or less for free	dominium, hand	blank	blank	own_hand	summon, exhaust, free_cast	instant	target_must_be_a_mercenary_wanderer_or_thief_entity_in_your_hand_with_magnitude_lte_5	A kezedből egy legfeljebb 5-ös Magnitúdójú Zsoldos, Kósza vagy Tolvaj entitást idézel meg Kimerülten Aura-költség nélkül.	osszetett_egyedi	Free-cast hand summon kaszt- és Magnitúdó-szűréssel.
Feketepiac	Rituálé	Aether	Koborlók	-	-	2	2	-	-	Húzz 2 lapot a paklidból. (Egy megbízható laputánpótlás bármilyen pakliba).	draw 2 cards	deck, hand	blank	blank	self	draw	instant	none	Húzol 2 lapot a paklidból.	elso_koros_gepi_ertelmezes	Egyszerű tiszta húzás.
Univerzális Csere	Rituálé	Aether	Koborlók	-	-	4	3	-	-	Dobj el legfeljebb 2 lapot a kezedből az Ürességbe. Minden így eldobott lap után húzz 2 új lapot a paklidból.	you may discard up to 2 cards; draw 2 for each card discarded this way	hand, graveyard, deck	blank	blank	self	discard, draw	instant	discard_up_to_2_then_draw_2_for_each_card_discarded_by_this_effect	Legfeljebb 2 lapot eldobhatsz a kezedből, és minden így eldobott lap után 2 új lapot húzol.	osszetett_egyedi	Változó mennyiségű discardra arányosan skálázódó húzás.
Zsoldos Szerződés	Rituálé	Aether	Koborlók	-	-	3	2	-	-	Válassz ki egy Entitást a saját Ürességedből (temetőből), és vedd vissza a kezedbe.	return target entity from your graveyard to your hand	graveyard, hand	blank	blank	own_graveyard_entity	graveyard_recursion, return_to_hand	instant	target_must_be_an_entity_in_your_own_graveyard	Egy entitást a saját Ürességedből visszaveszel a kezedbe.	elso_koros_gepi_ertelmezes	Egyszerű graveyard recursion.
Hamis Arany	Jel	Aether	Koborlók	-	-	2	2	-	-	Aktiválás: Amikor az ellenfél Rituálét vagy Igét játszik ki. Hatás: A varázslat létrejön, de az ellenfél elveszíti az összes maradék (el nem költött) aktív Auráját ebben a körben.	when the opponent plays a ritual or spell: it resolves, then the opponent loses all remaining unspent active aura this turn	source	blank	on_enemy_spell_or_ritual_played	opponent	resource_drain	blank	removes_all_remaining_unspent_active_aura_from_the_opponent_this_turn	Amikor az ellenfél Rituálét vagy Igét játszik ki, a varázslat létrejön, de elveszíti az összes megmaradt aktív Auráját ebben a körben.	osszetett_egyedi	Spell-punish trap teljes turnös unspent resource wipe-pal.
Kígyóverem	Jel	Aether	Koborlók	-	-	3	2	-	-	Aktiválás: Amikor az ellenfél egy Entitása a Zenitből a Horizontra lép. Hatás: A gyanútlan Entitás beesik a verembe, és azonnal elszenved 3 sebzést és megkapja a Métely (Bane) kulcsszót.	when an enemy entity moves from Zenit to Horizont: it takes 3 damage and gains bane	horizont, zenit	bane	on_move_zenit_to_horizont	enemy_entity	damage, grant_keyword	blank	none	Amikor egy ellenséges entitás a Zenitből a Horizontra lép, 3 sebzést szenved és megkapja a Métely kulcsszót.	osszetett_egyedi	Movement-triggeres punish trap sebzéssel és keyword-adással.
Meglepetésszerű Ellenakció	Jel	Aether	Koborlók	-	-	4	3	-	-	Aktiválás: Amikor az ellenfél támadást indít. Hatás: Felfeded a csapdát. A támadó Entitás és egy általad választott saját Entitásod azonnal, harcon kívül sebzik egymást (ATK az ATK ellen).	when the opponent declares an attack: the attacker and a chosen allied entity immediately deal damage to each other equal to their ATK outside combat	dominium	blank	on_attack_declared	enemy_entity, own_entity	damage	blank	choose_one_allied_entity_to_fight_the_attacker_outside_combat	Amikor az ellenfél támadást indít, a támadó és egy választott saját entitásod azonnal egymásnak sebez a saját ATK-jukkal harcon kívül.	osszetett_egyedi	Out-of-combat forced strike exchange trap.
Kereskedelmi Embargó	Jel	Aether	Koborlók	-	-	5	4	-	-	Aktiválás: Amikor az ellenfél megidézi a második Entitását egyetlen körön belül. Hatás: Az újonnan megidézett Entitás azonnal az Ürességbe kerül.	when the opponent summons their second entity in a turn: that newly summoned entity is destroyed	dominium, graveyard	blank	on_enemy_second_summon_in_turn	enemy_entity	destroy	blank	trigger_only_if_this_is_the_second_enemy_entity_summoned_that_turn	Amikor az ellenfél a második entitását idézi meg egy körben, az újonnan megidézett entitás azonnal az Ürességbe kerül.	osszetett_egyedi	Summon-count tracking és azonnali punish.
Tolvajcsapda	Jel	Aether	Koborlók	-	-	2	1	-	-	Aktiválás: Ha az ellenfél kijátszik egy Rituálét. Hatás: Felfeded a lapot. Azonnal húzz 1 lapot a paklidból, és kapj 1 ideiglenes Aurát az adott körre.	when the opponent plays a ritual: draw 1 and gain 1 temporary aura this turn	deck, hand, source	blank	on_enemy_spell_or_ritual_played	self	draw, resource_gain	blank	trigger_only_if_the_opponent_plays_a_ritual	Amikor az ellenfél Rituálét játszik ki, húzol 1 lapot és kapsz 1 ideiglenes Aurát erre a körre.	elso_koros_gepi_ertelmezes	Egyszerű ritual-punish value trap.
Vámszedő Pont	Jel	Aether	Koborlók	-	-	2	1	-	-	Aktiválás: Amikor az ellenfél a normál Ébredés fázisán kívül kártyát húz a paklijából. Hatás: Felfeded a lapot. Minden alkalommal, amikor az ellenfél kártyát húz ezen a körön belül, te is húzhatsz 1 lapot.	deck draw outside the normal awakening phase starts a turn effect: whenever the opponent draws this turn, you may draw 1	deck, hand	blank	on_enemy_extra_draw	self	draw	blank	trigger_only_if_the_opponent_draws_from_deck_outside_the_normal_awakening_phase	Ha az ellenfél az Ébredés fázison kívül húz a paklijából, ebben a körben minden további húzásánál te is húzhatsz 1 lapot.	osszetett_egyedi	Turn-long triggered rider extra draw eseményből.
Váratlan Erősítés	Jel	Aether	Koborlók	-	-	3	2	-	-	Aktiválás: Amikor az ellenfél egy Entitása sikeres támadást indít az egyik Pecséted ellen. Hatás: A támadás nem okoz sebzést. Ehelyett a csapda azonnal megidéz egy 1/1-es Gépezet Entitás Tokent a Horizont egyik üres Áramlatába, ami felfogja az ütést.	when an enemy entity would successfully attack your seal: cancel the damage and summon a 1/1 Gepezet token to block it	horizont, seal_row	blank	on_attack_declared	enemy_entity, own_horizont_entity	attack_nullify, summon_token	blank	requires_an_empty_horizont_slot_to_place_the_token	Amikor az ellenfél sikeres támadást indít az egyik Pecséted ellen, a sebzés meghiúsul, és egy 1/1-es Gépezet token idéződik, hogy felfogja az ütést.	osszetett_egyedi	Seal-defense trap token fallbackkel.
Hamis Ígéret	Jel	Aether	Koborlók	-	-	3	2	-	-	Aktiválás: Amikor az ellenfél egy 4-es vagy annál nagyobb Magnitúdójú Entitást idéz meg a Domíniumra. Hatás: Az ellenfél idézése sikeres marad, de te azonnal kapsz 2 ideiglenes Aether Aurát a következő saját körödre.	when the opponent summons an entity with magnitude 4 or more: it stays summoned and you gain 2 temporary Aether aura for your next turn	dominium, source	blank	on_enemy_summon	self	resource_gain	blank	trigger_only_if_the_opponent_summons_an_entity_with_magnitude_gte_4_to_dominium	Amikor az ellenfél 4-es vagy nagyobb Magnitúdójú entitást idéz a Domíniumra, te 2 ideiglenes Aether Aurát kapsz a következő saját körödre.	osszetett_egyedi	Summon-triggeres delayed next-turn resource gain.
A Semleges Kereskedőváros	Sík	Aether	Koborlók	-	-	3	3	-	-	Amíg ez a Sík aktív, minden saját köröd Manifesztáció fázisában egyszer lehetőséged van egy lapot eldobni a kezedből az Ürességbe, hogy cserébe húzz egy új lapot a paklidból.	while active, once during each of your manifestation phases you may discard 1 to draw 1	hand, graveyard, deck	blank	on_influx_phase	self	discard, draw	while_active	usable_once_during_each_of_your_manifestation_phases	Amíg aktív, minden saját Manifesztáció fázisban egyszer eldobhatsz 1 lapot, hogy húzz 1 újat.	folyamatos_sik_hatas	Fázis-alapú loot engine.
A Világok Kereszteződése	Sík	Aether	Koborlók	-	-	4	4	-	-	Amíg ez a Sík aktív, minden saját köröd Ébredés fázisában (a szokásos 2 laphúzáson felül) nézd meg a paklid legfelső lapját. Ha az egy Aether Birodalmú lap, vedd a kezedbe. Ha nem, dönthetsz úgy, hogy a paklid aljára teszed.	deck top check during each of your awakening phases: if it is an Aether card, put it into your hand; otherwise you may put it on the bottom	deck, hand	blank	on_next_own_awakening	self	reveal, draw, deck_bottom	while_active	check_the_top_card_of_your_deck_each_awakening_and_handle_it_based_on_whether_it_is_an_aether_card	Amíg aktív, minden saját Ébredés fázisban megnézed a paklid tetejét; ha Aether lap, kézbe veszed, különben a pakli aljára teheted.	folyamatos_sik_hatas	Topdeck filtering realm checkkel.
Rejtett Oázis	Sík	Aether	Koborlók	-	-	3	3	-	-	Amíg aktív, ha a köröd során kártyát húztál egy varázslat vagy Entitás képessége által (nem az Ébredés fázisban), a kör végén minden saját Entitásod visszatölt 1 HP-t.	while active, if you drew a card this turn from a spell or entity ability outside awakening, all your entities heal 1 at end of turn	dominium, deck, hand	blank	on_turn_end	own_entities	heal	while_active	triggers_if_you_drew_from_a_spell_or_entity_ability_this_turn_outside_awakening	Amíg aktív, ha ebben a körben varázslat vagy Entitás képessége miatt húztál lapot az Ébredésen kívül, a kör végén minden saját entitásod 1 HP-t gyógyul.	folyamatos_sik_hatas	Feltételes turn-end tömeges heal draw-history alapján.
A Kincses Barlang	Sík	Aether	Koborlók	-	-	5	5	-	-	Amíg aktív, minden alkalommal, amikor az ellenfél egy Pecsétje feltörik, húzhatsz 1 lapot a paklidból, és kapsz 1 ideiglenes Aether Aurát a következő körödre.	while active, whenever an enemy seal is broken, you may draw 1 and gain 1 temporary Aether aura for your next turn	seal_row, deck, hand, source	blank	on_seal_break	self	draw, resource_gain	while_active	trigger_only_if_an_enemy_seal_is_broken	Amíg aktív, amikor az ellenfél egyik Pecsétje feltörik, húzhatsz 1 lapot és kapsz 1 ideiglenes Aether Aurát a következő körödre.	folyamatos_sik_hatas	Seal-break reward draw és next-turn resource gain.
