Kártya név	Típus	Birodalom	Klán	Faj	Kaszt	Magnitudó	Aura	ATK	HP	Képesség	Képesség_Canonical	Zóna_Felismerve	Kulcsszavak_Felismerve	Trigger_Felismerve	Célpont_Felismerve	Hatáscímkék	Időtartam_Felismerve	Feltétel_Felismerve	Gépi_Leírás	Értelmezési_Státusz	Engine_Megjegyzés
Légüres Tér Támadás	Ige	Ventus	Égbolt Úrai	-	-	6	4	-	-	Válassz egy ellenséges Entitást. Elveszíti minden kulcsszavát, majd elszenved 4 sebzést. Reakció (Burst): Ingyen elsüthető Pecsétből.	target enemy entity loses all keywords, then takes 4 damage	blank	burst	blank	enemy_entity	ability_lock, damage	instant	none	Egy ellenséges entitás elveszíti minden kulcsszavát, majd 4 sebzést szenved el.	osszetett_egyedi	Teljes keyword-eltávolítás és sebzés Burst-tel.
Felhők Közé Emelkedés	Ige	Ventus	Égbolt Úrai	-	-	3	2	-	-	Egy szabadon választott saját Entitásod megkapja a Légies (Ethereal) kulcsszót az adott kör végéig. Reakció (Burst): Ingyen kijátszható.	target allied entity gains ethereal until end of turn	blank	ethereal, burst	blank	own_entity	grant_keyword	until_turn_end	none	Egy saját entitás megkapja a Légies kulcsszót a kör végéig.	elso_koros_gepi_ertelmezes	Egyszerű célzott ideiglenes keyword-adás Burst-tel.
Hirtelen Felszállóág	Ige	Ventus	Égbolt Úrai	-	-	3	2	-	-	Egy ellenséges támadás során a célba vett saját Entitásodat a szél azonnal visszarepíti a kezedbe, így a támadás érvénytelenítődik. Reakció (Burst): Ingyen elsüthető.	return the targeted allied entity to your hand during an enemy attack; cancel that attack	blank	burst	on_attack_declared	own_entity	return_to_hand, attack_nullify	instant	target_must_be_the_allied_entity_currently_targeted_by_an_enemy_attack	A megtámadott saját entitásod visszakerül a kezedbe, és a támadás meghiúsul.	osszetett_egyedi	Reaktív defensive bounce attack-nullify Burst-tel.
Légnyomás	Ige	Ventus	Égbolt Úrai	-	-	4	4	-	-	Egy választott Áramlatban (oszlopban) lévő ellenséges Horizont-Entitást a szél nyomása azonnal hátralök az üres Zenit-mezőre. Ha a Zenit már foglalt, az Entitás ehelyett visszakerül a játékos kezébe.	push target enemy Horizont entity in a chosen lane to the empty Zenit slot behind it; if occupied, return it to hand	lane, horizont, zenit, hand	blank	blank	enemy_horizont_entity	move_zenit, return_to_hand	instant	target_enemy_horizont_entity_must_be_in_the_chosen_lane_and_moves_to_zenit_if_empty_otherwise_to_hand	Egy választott Áramlat ellenséges Horizont-entitása a Zenitbe kerül, ha ott van hely, különben kézbe kerül vissza.	osszetett_egyedi	Lane-kötött feltételes hátralökés bounce fallbackkel.
Fellegek Szakadás	Rituálé	Ventus	Égbolt Úrai	-	-	3	2	-	-	Minden játékos visszavesz egy általa választott Entitást a saját Domíniumáról a kezébe.	each player returns a chosen entity from their own board to hand	dominium, hand	blank	blank	own_entity, enemy_entity	return_to_hand	instant	each_player_chooses_one_entity_from_their_own_board_to_return_to_hand	Mindkét játékos visszavesz 1-1 általa választott entitást a saját Domíniumáról a kezébe.	osszetett_egyedi	Kétoldali szimmetrikus választott bounce.
Égi Menedék	Rituálé	Ventus	Égbolt Úrai	-	-	4	3	-	-	Az összes saját Entitásod a Horizonton megkapja a Légies (Ethereal) kulcsszót a következő köröd Ébredés fázisáig.	all allied Horizont entities gain ethereal until your next awakening	horizont	ethereal	blank	own_horizont_entities	grant_keyword	next_own_awakening	none	Az összes saját Horizont-entitásod megkapja a Légies kulcsszót a következő Ébredés fázisodig.	osszetett_egyedi	Tömeges időzített keyword-adás nem standard időtartammal.
Szélvihar Erejével	Rituálé	Ventus	Égbolt Úrai	-	-	5	4	-	-	Okoz 3 sebzést minden olyan Entitásnak a Domíniumon (saját és ellenséges egyaránt), amely NEM rendelkezik a Légies (Ethereal) kulcsszóval.	deal 3 damage to all entities on the board that do not have ethereal	dominium	ethereal	blank	own_entities, enemy_entities	damage	instant	affects_only_entities_without_ethereal	Minden nem Légies entitás a Domíniumon 3 sebzést szenved el.	osszetett_egyedi	Tömeges keyword-negált sebzés.
Légies Hadjárat	Rituálé	Ventus	Égbolt Úrai	-	-	6	5	-	-	Ebben a körben minden saját Légies (Ethereal) Entitásod kétszer támadhat, de a második támadás után a következő körben nem állhatnak vissza Aktívba.	this turn all allied ethereal entities may attack twice, but after the second attack they do not ready next turn	dominium	ethereal	blank	own_entities	attack_restrict, ready	until_next_own_turn_end	affects_only_allied_ethereal_entities_and_applies_after_their_second_attack	Minden saját Légies entitásod kétszer támadhat ebben a körben, de a második támadás után a következő körben nem áll vissza Aktív állapotba.	osszetett_egyedi	Tömeges extra attack szabály késleltetett ready-tiltással.
Viharos Eltűnés	Rituálé	Ventus	Égbolt Úrai	-	-	7	6	-	-	Száműzz egy szabadon választott ellenséges Entitást az Ürességbe. Az ellenfél cserébe azonnal megidézheti a paklija legfelső Entitását ingyen.	destroy target enemy entity and send it to graveyard; its controller may summon the top entity of their deck for free	dominium, graveyard, deck	blank	blank	enemy_entity	destroy, free_cast, summon	instant	opponent_may_immediately_summon_the_top_entity_of_their_deck_for_free_after_target_is_removed	Egy ellenséges entitás az Ürességbe kerül, majd az ellenfél ingyen megidézheti a paklija legfelső entitását.	osszetett_egyedi	Eltávolítás kompenzációs topdeck summon-nal.
Viharos Menekülés	Rituálé	Ventus	Égbolt Úrai	-	-	4	3	-	-	Vegyél vissza legfeljebb 2 saját Entitást a Domíniumról a kezedbe. Ha megteszed, az így visszavett lapok száma alapján (1 vagy 2) pusztíts el ugyanennyi ellenséges Jelet (lefordított csapdát) a Zenitben.	return up to 2 allied entities from board to hand; destroy that many enemy traps in Zenit	dominium, hand, zenit	blank	blank	own_entities, enemy_zenit_entities	return_to_hand, destroy	instant	destroy_a_number_of_enemy_zenit_traps_equal_to_the_number_of_allied_entities_returned_to_hand	Legfeljebb 2 saját entitást visszaveszel kézbe, majd ugyanennyi ellenséges Zenitben lévő Jelet pusztítasz el.	osszetett_egyedi	Változó számú saját bounce és arányos trap-destrukció.
Légüres Tér	Rituálé	Ventus	Égbolt Úrai	-	-	4	4	-	-	Válassz ki legfeljebb 2 ellenséges Entitást bárhol a Domíniumon, és küldd őket vissza a tulajdonosuk kezébe, drasztikusan lelassítva az ellenfél játékát.	return up to 2 enemy entities from anywhere on the board to their owner's hand	dominium, hand	blank	blank	enemy_entities	return_to_hand	instant	choose_up_to_2_enemy_entities_anywhere_on_dominium	Legfeljebb 2 ellenséges entitást visszaküldesz a tulajdonosa kezébe a Domínium bármely pontjáról.	elso_koros_gepi_ertelmezes	Egyszerű többcélpontos általános bounce.
Ciklon Söprés	Rituálé	Ventus	Égbolt Úrai	-	-	5	3	-	-	Céllozz meg egyetlen Áramlatot (oszlopot) a Domíniumon. Az adott Áramlatban tartózkodó összes Entitás (a Horizonton és a Zenitben lévő, ellenséges és saját egyaránt) azonnal visszakerül a tulajdonosok kezébe.	choose a lane; all entities in that lane return to their owners' hands	lane, horizont, zenit, hand	blank	blank	lane	return_to_hand	instant	affects_all_entities_in_the_chosen_lane_on_both_sides	Egy választott Áramlatban lévő összes entitás visszakerül a tulajdonosa kezébe.	osszetett_egyedi	Lane-alapú kétoldali tömeges bounce.
Köd Fal	Jel	Ventus	Égbolt Úrai	-	-	2	2	-	-	Aktiválás: Amikor egy Légies (Ethereal) Entitásodat megtámadják. Hatás: Az Entitást érő sebzés nullára csökken, a támadó pedig Kimerül (elforgatódik).	when your ethereal entity is attacked: prevent damage to it and exhaust the attacker	horizont	ethereal	on_attack_declared	own_entity, enemy_entity	damage_prevention, exhaust	instant	trigger_only_if_targeted_allied_entity_has_ethereal	Ha egy Légies saját entitásodat megtámadják, a sebzés nullára csökken és a támadó kimerül.	osszetett_egyedi	Keyword-feltételes védelmi trap sebzésmegelőzéssel.
Égi Csapda	Jel	Ventus	Égbolt Úrai	-	-	4	3	-	-	Aktiválás: Amikor az ellenfél megidéz egy 5-ös vagy annál nagyobb Magnitúdójú Entitást. Hatás: Az Entitás a pályára lépés után azonnal visszarepül az ellenfél kezébe, és te húzhatsz 1 lapot.	when enemy summons an entity with magnitude 5 or more: return it to hand and draw 1	dominium, hand, deck	blank	on_enemy_summon	enemy_entity	return_to_hand, draw	instant	trigger_only_if_enemy_summons_entity_with_magnitude_gte_5	Ha az ellenfél 5-ös vagy nagyobb Magnitúdójú entitást idéz, az azonnal kézbe kerül vissza és húzol 1 lapot.	osszetett_egyedi	Summon-punish trap bounce és húzás kombinációjával.
Szélörvény	Jel	Ventus	Égbolt Úrai	-	-	5	3	-	-	Aktiválás: Amikor az ellenfél kártyát húz a Manifesztáció fázisán kívül (képességből vagy varázslatból). Hatás: A felhúzott lapot meg kell mutatnia, és ha Entitás, azonnal el kell dobnia az Ürességbe.	deck draw outside manifestation: reveal the drawn card; if it is an entity, discard it to graveyard	deck, hand, graveyard	blank	on_enemy_extra_draw	enemy_hand	reveal, discard	instant	trigger_only_if_enemy_draws_outside_manifestation_phase_from_a_spell_or_ability	Ha az ellenfél a Manifesztáció fázison kívül húz lapot, azt felfedi, és ha Entitás, azonnal az Ürességbe dobja.	osszetett_egyedi	Speciális draw-intercept trap reveal és típusellenőrzéssel.
Viharos Visszhang	Jel	Ventus	Égbolt Úrai	-	-	6	4	-	-	Aktiválás: Amikor egy saját hatásod (Ige vagy Rituálé) visszaküld egy ellenséges Entitást a kezébe. Hatás: Az ellenfélnek a visszakapott lap mellé egy másik kártyát is el kell dobnia a kezéből az Ürességbe.	when your spell or ritual returns an enemy entity to hand: that opponent discards another card	from hand, graveyard	blank	on_bounce	enemy_hand	discard	instant	trigger_only_if_your_spell_or_ritual_returned_an_enemy_entity_to_hand	Ha egy saját Ige vagy Rituálé ellenséges entitást küld vissza kézbe, az ellenfél egy másik lapot is eldob a kezéből.	osszetett_egyedi	Saját bounce-hatásra láncolt discard trap.
Szétszéledő Köd	Jel	Ventus	Égbolt Úrai	-	-	2	1	-	-	Aktiválás: Amikor az ellenfél egy Rituáléval vagy Igével célba veszi az egyik Légies (Ethereal) kulcsszóval rendelkező Entitásodat. Hatás: Az Entitásod feloszlik a szélben, visszatér a kezedbe, a ráirányított varázslat hatása pedig semlegesítődik.	when enemy spell or ritual targets your ethereal entity: return it to hand and counter that spell	hand	ethereal	on_enemy_spell_target	own_entity, enemy_spell_or_ritual	return_to_hand, counterspell	instant	trigger_only_if_targeted_allied_entity_has_ethereal	Ha az ellenfél egy Légies saját entitásodat célozza varázslattal, az kézbe kerül és a varázslat meghiúsul.	osszetett_egyedi	Keyword-feltételes önmentő counter trap.
Csalóka Szélirány	Jel	Ventus	Égbolt Úrai	-	-	2	2	-	-	Aktiválás: Amikor az ellenfél egy olyan Entitással indít támadást, amely nem rendelkezik a Légies (Ethereal) kulcsszóval. Hatás: A fizikai támadás átsuhan a délibábon: a támadás érvénytelenítődik, és a támadó Entitás a viharos széltől visszarepül a tulajdonosa kezébe.	when a non-ethereal enemy entity attacks: cancel the attack and return the attacker to its owner's hand	hand	ethereal	on_attack_declared	enemy_entity	attack_nullify, return_to_hand	instant	trigger_only_if_attacking_enemy_entity_does_not_have_ethereal	Ha egy nem Légies ellenséges entitás támad, a támadás meghiúsul és a támadó kézbe kerül vissza.	osszetett_egyedi	Keyword-negált támadóra reagáló bounce trap.
Váratlan Felszállás	Jel	Ventus	Égbolt Úrai	-	-	3	1	-	-	Aktiválás: Amikor az ellenfél egy Rituáléval vagy Igével célba veszi az egyik saját Entitásodat a Domíniumon. A célba vett Entitásodat a szél azonnal felkapja és visszarepíti a te kezedbe, így megmenekül a varázslat hatásától. Ezt követően húzhatsz 1 lapot.	when enemy spell or ritual targets your entity on the board: return it to your hand, then you may draw 1	dominium, hand, deck	blank	on_enemy_spell_target	own_entity	return_to_hand, draw	instant	target_must_be_an_allied_entity_on_dominium_targeted_by_enemy_spell_or_ritual	Ha az ellenfél egy saját pályán lévő entitásodat célozza varázslattal, az kézbe kerül vissza, majd húzhatsz 1 lapot.	osszetett_egyedi	Self-save bounce trap opcionális húzással.
Láthatatlan Fal	Jel	Ventus	Égbolt Úrai	-	-	3	2	-	-	Aktiválás: Amikor az ellenfél egy közvetlen támadással megcélozza az egyik Pecsétedet. Hatás: A támadás érvénytelenítődik, és az ellenfél Entitása egy áthatolhatatlan légfalnak ütközik, amely visszalöki őt egyenesen a játékos kezébe.	when enemy makes a direct attack against one of your seals: cancel the attack and return the attacker to its owner's hand	seal_row, hand	blank	on_attack_declared	enemy_entity	attack_nullify, return_to_hand	instant	trigger_only_if_enemy_makes_a_direct_attack_against_your_seal	Ha az ellenfél közvetlenül egy pecsétedet támadja, a támadás meghiúsul és a támadó kézbe kerül vissza.	osszetett_egyedi	Seal-target direct attack punish trap.
A Lebegő Szigetek	Sík	Ventus	Égbolt Úrai	-	-	3	3	-	-	Amíg ez a Sík aktív, minden alkalommal, amikor az ellenfél egyik Entitása visszakerül a Domíniumról a kezébe (bounce hatás miatt), az összes saját Légies (Ethereal) kulcsszóval rendelkező Entitásod kap +1 ATK-t az adott kör végéig.	while active, whenever an enemy entity returns from board to hand, all your ethereal entities gain +1 ATK until end of turn	dominium, hand	ethereal	on_bounce	own_entities	atk_mod	while_active	trigger_when_an_enemy_entity_returns_from_board_to_hand_and_affects_allied_ethereal_entities	Amíg aktív, amikor egy ellenséges entitás a pályáról kézbe kerül, minden saját Légies entitásod +1 ATK-t kap a kör végéig.	folyamatos_sik_hatas	Enemy-bounce triggeres tömeges keyword-szűrt buff.
Az Égi Citadella	Sík	Ventus	Égbolt Úrai	-	-	4	4	-	-	Amíg ez a Sík aktív a játékban, minden saját köröd Beáramlás fázisában (amikor lapot teszel az Ősforrásba), ha van legalább egy Légies (Ethereal) Entitásod a Horizonton, azonnal kapsz 1 ideiglenes Ventus Aurát.	hwile active, during each of your infusion phases, if you control at least one ethereal entity on Horizont, gain 1 temporary Ventus aura	horizont, source	ethereal	on_influx_phase	self	resource_gain	while_active	requires_at_least_one_allied_ethereal_entity_on_horizont	Amíg aktív, minden saját Beáramlás fázisban 1 ideiglenes Ventus Aurát kapsz, ha van legalább egy saját Légies Horizont-entitásod.	folyamatos_sik_hatas	Fázis-alapú feltételes erőforrásnyerés.
Felhők Városa	Sík	Ventus	Égbolt Úrai	-	-	4	4	-	-	Amíg aktív, minden Légies (Ethereal) kulcsszóval rendelkező Entitásod az ellenfél számára 1-gyel több Aurába kerül, ha varázslattal akarja célozni őket.	while active, targeting your ethereal entities with spells costs the opponent 1 more aura	dominium	ethereal	static	own_entities	cost_mod	while_active	affects_only_enemy_spells_targeting_allied_ethereal_entities	Amíg aktív, az ellenfélnek 1 Aurával többe kerül a saját Légies entitásaid varázslatos célzása.	folyamatos_sik_hatas	Targeting-tax jellegű globális költségmódosítás.
Égi Aréna	Sík	Ventus	Égbolt Úrai	-	-	5	5	-	-	Amíg aktív, minden alkalommal, amikor egy ellenséges kártya a Domíniumról (vagy varázslat hatására) visszakerül az ellenfél kezébe, az Égi Aréna okoz 2 sebzést az ellenfél egyik Pecsétjének.	while active, whenever an enemy card returns from board to hand, deal 2 damage to an enemy seal	dominium, hand, seal_row	blank	on_bounce	enemy_seal	seal_damage	while_active	trigger_when_an_enemy_card_returns_from_board_to_hand	Amíg aktív, amikor egy ellenséges kártya a pályáról kézbe kerül, ez a sík 2 sebzést okoz az ellenfél egyik pecsétjének.	folyamatos_sik_hatas	Enemy-bounce triggeres pecsétsebzés.
