Kártya név	Típus	Birodalom	Klán	Faj	Kaszt	Magnitudó	Aura	ATK	HP	Képesség	Képesség_Canonical	Zóna_Felismerve	Kulcsszavak_Felismerve	Trigger_Felismerve	Célpont_Felismerve	Hatáscímkék	Időtartam_Felismerve	Feltétel_Felismerve	Gépi_Leírás	Értelmezési_Státusz	Engine_Megjegyzés
Vérszomj	Ige	Terra	Vadon Vadászai	-	-	4	2	-	-	Egy saját Bestiád kap +3 ATK-t a kör végéig. Ha a célpont sérült a Bestiád megkapja az Oltalom kulcsszót is! Reakció (Burst): Ingyen elsüthető Pecséttörésből.	target allied Beast gains +3 ATK until end of turn; if it is damaged, it also gains aegis; burst	blank	aegis, burst	on_play, on_burst	own_entity	atk_mod, grant_keyword	until_turn_end	target_must_be_allied_beast; if_target_is_damaged_it_also_gains_aegis	Egy saját Bestia +3 ATK-t kap a kör végéig, és ha sérült, Oltalmat is kap. Burstként is elsüthető.	osszetett_egyedi	Ideiglenes buff + feltételes keyword-adás Bursttel.
A Falka Dühöngése	Ige	Terra	Vadon Vadászai	-	-	4	3	-	-	A Domíniumodon lévő összes Bestia Entitás kap +2 ATK-t az adott kör végéig. Reakció (Burst): Ingyen elsüthető.	all allied Beast entities on your board gain +2 ATK until end of turn; burst	dominium	burst	on_play, on_burst	own_entities	atk_mod	until_turn_end	affects_only_allied_beast_entities	Minden saját Bestia entitásod +2 ATK-t kap a kör végéig. Burstként is elsüthető.	passziv_vagy_egyszeru	Tömeges törzsi ATK-buff Bursttel.
Célpont Kijelölése	Rituálé	Terra	Vadon Vadászai	-	-	2	2	-	-	Válassz egy ellenséges Entitást. Ebben a körben minden sebzés, ami ezt az Entitást éri, megkétszereződik.	target enemy entity takes doubled damage from all sources this turn	dominium	blank	on_play	enemy_entity	damage_bonus	until_turn_end	all_damage_dealt_to_target_enemy_entity_is_doubled_this_turn	Ebben a körben minden, a kijelölt ellenséges entitást érő sebzés megkétszereződik.	osszetett_egyedi	Célpontra rakott damage amplifier hatás.
A Gyenge Elhullik	Rituálé	Terra	Vadon Vadászai	-	-	4	3	-	-	Pusztíts el minden olyan ellenséges Entitást a Horizonton, amelynek a jelenlegi HP-ja 2 vagy annál kevesebb.	destroy all enemy Horizont entities with current HP 2 or less	horizont	blank	on_play	enemy_horizont_entities	destroy	instant	affects_only_enemy_horizont_entities_with_current_hp_lte_2	Minden 2 vagy kevesebb jelenlegi HP-jú ellenséges Horizont-entitás megsemmisül.	elso_koros_gepi_ertelmezes	Egyszerű tömeges feltételes megsemmisítés.
Vérnyom Követése	Rituálé	Terra	Vadon Vadászai	-	-	5	4	-	-	Húzz 2 lapot a paklidból. Ha az ellenfélnek van legalább egy sérült (nem max HP-n lévő) Entitása a pályán, húzz még 1 lapot.	draw 2 cards; if the opponent controls a damaged entity on the board, draw 1 more	dominium, deck	blank	on_play	self, enemy_entity	draw	instant	draw_1_extra_if_opponent_controls_at_least_one_damaged_entity	Húzol 2 lapot, és ha az ellenfélnek van sérült entitása a pályán, húzol még 1-et.	elso_koros_gepi_ertelmezes	Feltételes extra húzás board state alapján.
Csapda az Aljnövényzetben	Rituálé	Terra	Vadon Vadászai	-	-	6	5	-	-	"Válassz egy ellenséges Entitást a Zenitben. A varázslat ""berántja"" őt a Horizontra Kimerült állapotban. Ebben a körben elveszíti az összes kulcsszavát."	move target enemy Zenit entity to Horizont exhausted; it loses all keywords this turn	zenit, horizont	blank	on_play	enemy_zenit_entity	move_horizont, exhaust, ability_lock	until_turn_end	target_enemy_entity_must_be_in_zenit	Egy ellenséges Zenit-entitást a Horizontra húzol kimerülten, és ebben a körben elveszíti az összes kulcsszavát.	osszetett_egyedi	Mozgatás + exhaust + ideiglenes teljes keyword-lock.
Trófea Gyűjtés	Rituálé	Terra	Vadon Vadászai	-	-	2	2	-	-	Csak akkor játszhatod ki ha ebben a körben már elpusztítottál legalább egy ellenséges Entitást. Húzz 2 lapot.	draw 2 cards	deck	blank	on_play	self	draw	instant	can_only_be_played_if_you_destroyed_at_least_one_enemy_entity_this_turn	Csak akkor játszható ki, ha ebben a körben már elpusztítottál egy ellenséges entitást; ekkor 2 lapot húzol.	osszetett_egyedi	Play restriction alapú húzás.
A Falka Hívása	Rituálé	Terra	Vadon Vadászai	-	-	3	2	-	-	Keresd ki a paklidból az első két Bestia típusú Entitást mutasd meg őket és vedd a kezedbe.	search your deck for the first two Beast entities, reveal them, and put them into your hand	deck, hand	blank	on_play	own_deck	tutor, reveal	instant	find_the_first_two_beast_entities_in_own_deck	Kikeresed a paklidból az első két Bestia entitást, megmutatod őket, majd kézbe veszed.	osszetett_egyedi	Deck-order érzékeny tutor, nem tetszőleges választás.
Kíméletlen Vadászat	Rituálé	Terra	Vadon Vadászai	-	-	3	2	-	-	"Válassz egy saját Bestiát és egy ellenséges Entitást. A két Entitás a normál harci fázison kívül azonnal ""összecsap"": egyszerre sebzik meg egymást az ATK-jukkal."	target allied Beast and target enemy entity deal combat damage to each other outside the normal combat phase	dominium	blank	on_play	own_entity, enemy_entity	damage	instant	target_must_include_an_allied_beast_and_an_enemy_entity	Egy saját Bestia és egy ellenséges entitás azonnal, harci fázison kívül, egyszerre megsebzik egymást az ATK-jukkal.	osszetett_egyedi	Out-of-combat mutual damage resolution.
Meglesett Préda	Rituálé	Terra	Vadon Vadászai	-	-	3	3	-	-	"Válassz egy ellenséges Entitást a Zenitben. A varázslat ""berántja"" őt a Horizontra Kimerült állapotban. Ebben a körben elveszíti az összes kulcsszavát."	move target enemy Zenit entity to Horizont exhausted; it loses all keywords this turn	zenit, horizont	blank	on_play	enemy_zenit_entity	move_horizont, exhaust, ability_lock	until_turn_end	target_enemy_entity_must_be_in_zenit	Egy ellenséges Zenit-entitást a Horizontra húzol kimerülten, és ebben a körben elveszíti az összes kulcsszavát.	osszetett_egyedi	Funkcionálisan ugyanaz, mint a Csapda az Aljnövényzetben.
Rejtett Verem	Jel	Terra	Vadon Vadászai	-	-	2	2	-	-	Aktiválás: Amikor az ellenfél egy 2-es vagy annál kisebb Magnitúdójú Entitással támad. Hatás: Az apró támadó beleesik a verembe és azonnal megsemmisül.	when an enemy entity with magnitude 2 or less attacks: destroy it	horizont	trap	on_attack_declared	enemy_entity	trap, destroy	instant	trigger_only_if_attacking_enemy_entity_has_magnitude_lte_2	Ha egy 2-es vagy kisebb Magnitúdójú ellenséges entitás támad, az azonnal megsemmisül.	elso_koros_gepi_ertelmezes	Egyszerű támadás-triggeres destroy trap.
Mérgezett Csali	Jel	Terra	Vadon Vadászai	-	-	3	2	-	-	Aktiválás: Amikor egy ellenséges Entitás támadást indít. Hatás: A támadó megeszi a csalit; véglegesen elveszít -2 ATK-t, és a támadás érvénytelenítődik.	when an enemy entity attacks: it permanently loses 2 ATK and the attack is canceled	horizont	trap	on_attack_declared	enemy_entity	trap, atk_mod, attack_nullify	until_match_end	none	Ha egy ellenséges entitás támad, véglegesen -2 ATK-t kap, és a támadása meghiúsul.	osszetett_egyedi	Permanens statcsökkentés és támadásmegszakítás együtt.
Vadászok Lesben	Jel	Terra	Vadon Vadászai	-	-	4	3	-	-	Aktiválás: Amikor az ellenfél megidéz egy 3-as vagy kisebb Magnitúdójú Entitást a Horizontra. Hatás: A rejtekből előugró vadászok azonnal megsemmisítik a frissen megidézett Entitást.	when the opponent summons an entity with magnitude 3 or less to Horizont: destroy it	horizont	trap	on_enemy_summon	enemy_horizont_entity	trap, destroy	instant	trigger_only_if_enemy_summons_entity_to_horizont_with_magnitude_lte_3	Ha az ellenfél 3-as vagy kisebb Magnitúdójú entitást idéz a Horizontra, az azonnal megsemmisül.	elso_koros_gepi_ertelmezes	Summon-punish trap jól körülírt feltétellel.
Kifárasztás	Jel	Terra	Vadon Vadászai	-	-	5	3	-	-	Aktiválás: Amikor az ellenfél egy 5-ös vagy nagyobb Magnitúdójú Entitással támad. Hatás: A támadás érvénytelen (0 sebzés), az óriási Entitás pedig olyan fáradt lesz, hogy a következő körben nem állhat fel.	when an enemy entity with magnitude 5 or more attacks: cancel the attack and it does not ready next turn	horizont	trap	on_attack_declared	enemy_entity	trap, attack_nullify, exhaust	until_next_own_turn_end	trigger_only_if_attacking_enemy_entity_has_magnitude_gte_5	Ha egy 5-ös vagy nagyobb Magnitúdójú ellenséges entitás támad, a támadás meghiúsul, és a lény a következő körében sem áll fel.	osszetett_egyedi	Támadásmegszakítás késleltetett ready-tiltással.
Vadászháló	Jel	Terra	Vadon Vadászai	-	-	2	2	-	-	Aktiválás: Amikor egy ellenséges Entitás a Zenitből a Horizontra lép. Hatás: Az Entitás belegabalyodik a hálóba: azonnal megkapja a Kimerült állapotot, és elveszít -2 ATK-t a kör végéig.	when an enemy entity moves from Zenit to Horizont: it becomes exhausted and gets -2 ATK until end of turn	zenit, horizont	trap	on_move_zenit_to_horizont	enemy_entity	trap, exhaust, atk_mod	until_turn_end	none	Ha egy ellenséges entitás a Zenitből a Horizontra lép, kimerül és -2 ATK-t kap a kör végéig.	elso_koros_gepi_ertelmezes	Egyszerű move-triggeres debuff trap.
Rozsdás Medvecsapda	Jel	Terra	Vadon Vadászai	-	-	2	2	-	-	Aktiválás: Amikor az ellenfél egy Entitása a Horizonton támadást indít. Hatás: A támadó Entitás elszenved 3 sebzést a harc előtt. Következő körben nem vonulhat vissza a Zenitbe.	when an enemy Horizont entity attacks: it takes 3 damage before combat and cannot retreat to Zenit next turn	horizont, zenit	trap	on_attack_declared	enemy_horizont_entity	trap, damage, move_zenit	instant, until_next_own_turn_end	trigger_only_if_attacking_enemy_entity_is_on_horizont	Ha egy ellenséges Horizont-entitás támad, 3 sebzést kap a harc előtt, és a következő körében nem vonulhat vissza a Zenitbe.	osszetett_egyedi	Pre-combat damage + delayed retreat restriction.
Méregtövis	Jel	Terra	Vadon Vadászai	-	-	4	1	-	-	Aktiválás: Amikor az ellenfél egy Horizonton lévő Entitásának képessége (pl. Riadó, Visszhang) aktiválódna. Hatás: A képesség érvénytelenítődik, az Entitás pedig kap -2 ATK-t a kör végéig.	when a Horizont enemy entity ability would activate: counter that ability and it gets -2 ATK until end of turn	horizont	trap	on_enemy_ability_activated	enemy_horizont_entity	trap, counterspell, atk_mod	until_turn_end	trigger_only_if_enemy_horizont_entity_ability_would_activate	Ha egy ellenséges Horizont-entitás képessége aktiválódna, a képesség meghiúsul, és a lény -2 ATK-t kap a kör végéig.	osszetett_egyedi	Entitásképesség-counter + ideiglenes statdebuff.
Felbőszített Anyaállat	Jel	Terra	Vadon Vadászai	-	-	4	2	-	-	Aktiválás: Amikor az ellenfél elpusztítja az egyik Bestiádat. Hatás: A csapda azonnal 5 közvetlen sebzést okoz a gyilkos ellenséges Entitásnak, te pedig húzhatsz 1 lapot.	when the opponent destroys one of your Beasts: deal 5 damage to the killer enemy entity and draw 1 card	dominium	trap	on_destroy	own_entity, enemy_entity	trap, damage, draw	instant	trigger_only_if_a_destroyed_allied_entity_is_a_beast	Ha az ellenfél elpusztít egy saját Bestiát, a gyilkos ellenséges entitás 5 sebzést kap, és húzol 1 lapot.	osszetett_egyedi	Destroy-response trap killer trackinggel.
Véráztatta Vadászterület	Sík	Terra	Vadon Vadászai	-	-	3	4	-	-	Amíg aktív, minden alkalommal, amikor egy ellenséges Entitás elpusztul a Horizonton, választhatsz: kapsz 1 ideiglenes Terra Aurát, VAGY a következő támadó Bestiád kap +1 ATK-t.	while active, whenever an enemy entity dies on Horizont, choose: gain 1 temporary Terra aura or your next attacking Beast gets +1 ATK	horizont	blank	on_destroy	self, enemy_entity	resource_gain, atk_mod	while_active	trigger_only_if_an_enemy_entity_dies_on_horizont; choose_one_of_two_effects	Amíg aktív, amikor egy ellenséges entitás elpusztul a Horizonton, választhatsz: kapsz 1 ideiglenes Terra Aurát, vagy a következő támadó Bestiád +1 ATK-t kap.	osszetett_egyedi	Choice-based plane effect és következő támadóra tárolt buff.
A Nagy Szafari	Sík	Terra	Vadon Vadászai	-	-	3	4	-	-	Amíg aktív, minden alkalommal, amikor egy saját Vadász vagy Bestia Entitásod elpusztít egy ellenséges Entitást harcban, kapsz 1 ideiglenes Terra Aurát a következő körödre.	while active, whenever your Hunter or Beast entity destroys an enemy in combat, gain 1 temporary Terra aura for your next turn	dominium	blank	on_destroy	own_entity	resource_gain	while_active	trigger_only_if_an_allied_hunter_or_beast_destroys_an_enemy_in_combat	A Hunter vagy Bestia entitásod harci öléséért 1 ideiglenes Terra Aurát kapsz a következő körödre.	folyamatos_sik_hatas	Combat-kill triggeres next-turn resource gain.
Koponyák Hegye	Sík	Terra	Vadon Vadászai	-	-	4	4	-	-	Amíg aktív, az összes saját Bestiád kap +1 ATK-t minden egyes ellenséges Entitás után, amely az adott körben az Ürességbe került.	while active, all your Beasts gain +1 ATK for each enemy entity that went to the graveyard this turn	dominium	blank	on_destroy	own_entities, enemy_entity	atk_mod	while_active	affects_allied_beasts_based_on_the_number_of_enemy_entities_that_went_to_graveyard_this_turn	Amíg aktív, minden saját Bestiád +1 ATK-t kap minden olyan ellenséges entitás után, amely ebben a körben az Ürességbe került.	folyamatos_sik_hatas	Turn-tracked death countból számolt globális törzsi buff.
Rejtett Bestia-Odú	Sík	Terra	Vadon Vadászai	-	-	5	4	-	-	"Amíg aktív, az összes saját ""Bestia"" Főfajú Entitásod a Zenitben immunis az ellenséges Rituálékra és Igékre (nem célozhatók meg)."	while active, all your Beast entities in Zenit cannot be targeted by enemy rituals or spells	zenit	blank	static	own_zenit_entities	untargetable	while_active	affects_only_allied_beast_entities_in_zenit	Amíg aktív, a Zenitben lévő összes saját Bestia entitásod nem célozható meg ellenséges Rituálékkal és Igékkel.	folyamatos_sik_hatas	Zóna- és fajszűrt untargetable plane aura.
